"threat.status.cnc","search.str"
"EN","Orthophytum grossiorum"
"EN","Orthophytum magalhaesii"
"VU","Orthophytum mello-barretoi"
"EN","Orthophytum schulzianum"
"CR","Orthophytum zanonii"
"LC","Orthosia itatiaiensis"
"EN","Oryctina subaphylla"
"VU","Ossaea warmingiana"
"EN","Otachyrium piligerum"
"NT","Ottelia brasiliensis"
"EN","Ouratea acicularis"
"LC","Ouratea cuspidata"
"EN","Ouratea hatschbachii"
"LC","Ouratea spectabilis"
"CR","Oxalis arachnoidea"
"DD","Oxalis areolata"
"CR","Oxalis bela-vitoriae"
"CR","Oxalis blackii"
"CR","Oxalis clausenii"
"LC","Oxalis cratensis"
"LC","Oxalis cytisoides"
"CR","Oxalis diamantinae"
"CR","Oxalis doceana"
"LC","Oxalis hedysarifolia"
"EN","Oxalis hyalotricha"
"EN","Oxalis impatiens"
"CR","Oxalis kuhlmannii"
"VU","Oxalis mandioccana"
"LC","Oxalis neuwiedii"
"LC","Oxalis niederleinii"
"CR","Oxalis paranaensis"
"EN","Oxalis praetexta"
"DD","Oxalis pretoensis"
"LC","Oxalis rhombeo-ovata"
"NT","Oxalis sellowii"
"LC","Oxalis umbraticola"
"DD","Oxalis veadeirosensis"
"LC","Oxandra reticulata"
"LC","Oxossia capitata"
"DD","Oxossia princeps"
"NT","Oxypetalum arnottianum"
"LC","Oxypetalum capitatum"
"LC","Oxypetalum confusum"
"CR","Oxypetalum cordifolium subsp. mexiae"
"EN","Oxypetalum dusenii"
"EN","Oxypetalum ekblomii"
"EN","Oxypetalum glaziovii"
"CR","Oxypetalum habrogynum"
"EN","Oxypetalum helios"
"EN","Oxypetalum leonii"
"LC","Oxypetalum lineare"
"DD","Oxypetalum pardense"
"NT","Oxypetalum regnellii"
"LC","Oxypetalum strictum"
"LC","Oxypetalum warmingii"
"EN","Pabstiella bacillaris"
"LC","Pabstiella bradei"
"VU","Pabstiella carinifera"
"CR","Pabstiella castellensis"
"EN","Pabstiella conspersa"
"CR","Pabstiella garayi"
"EN","Pabstiella lingua"
"CR","Pabstiella ruschii"
"LC","Pachygenium oestriferum"
"LC","Pachygenium orthosepalum"
"EN","Pachystachys dubiosa"
"VU","Paepalanthus albidus"
"VU","Paepalanthus albotomentosus"
"EN","Paepalanthus almasensis"
"DD","Paepalanthus anamariae"
"LC","Paepalanthus argenteus"
"CR","Paepalanthus ater"
"VU","Paepalanthus aureus"
"VU","Paepalanthus barbulatus"
"DD","Paepalanthus bellus"
"CR","Paepalanthus capixaba"
"DD","Paepalanthus catharinae var. hatschbachii"
"EN","Paepalanthus cinereus"
"VU","Paepalanthus complanatus"
"EN","Paepalanthus contasensis"
"CR","Paepalanthus cordatus"
"DD","Paepalanthus crinitus"
"DD","Paepalanthus digitiformis"
"EN","Paepalanthus echinoides"
"DD","Paepalanthus elatus"
"VU","Paepalanthus erigeron"
"DD","Paepalanthus extremensis"
"DD","Paepalanthus garimpensis"
"EN","Paepalanthus globulifer"
"DD","Paepalanthus grao-mogolensis"
"EN","Paepalanthus harleyi"
"EN","Paepalanthus homomallus"
"EN","Paepalanthus hydra"
"EN","Paepalanthus inopinatus"
"DD","Paepalanthus langsdorffii"
"DD","Paepalanthus lepidus"
"EN","Paepalanthus lutzelburgii"
"EN","Paepalanthus macaheensis"
"LC","Paepalanthus obtusifolius"
"VU","Paepalanthus pulvinatus"
"EN","Paepalanthus revolutus"
"EN","Paepalanthus rupestris"
"VU","Paepalanthus senaeanus"
"VU","Paepalanthus stannardii"
"EN","Paepalanthus stuetzelii"
"EN","Paepalanthus superbus"
"DD","Paepalanthus uncinatus"
"NT","Paepalanthus urbanianus"
"DD","Paepalanthus xiphophyllus"
"VU","Pagamea harleyi"
"EN","Palhinhaea bradei"
"EN","Paliavana plumerioides"
"LC","Paliavana tenuiflora"
"VU","Paliavana werdermannii"
"VU","Palicourea fulgens"
"LC","Palicourea prunifolia"
"LC","Palicourea racemosa"
"LC","Palicourea sessilis"
"LC","Palicourea tetraphylla"
"LC","Palicourea veterinariorum"
"LC","Palicourea violacea"
"LC","Pallavicinia lyellii"
"EN","Pamphalea araucariophila"
"EN","Pamphalea cardaminifolia"
"CR","Pamphalea maxima"
"CR","Pamphalea ramboi"
"EN","Pamphalea smithii"
"DD","Panicum ephemeroides"
"LC","Panicum gouinii"
"LC","Panicum pedersenii"
"EN","Panopsis multiflora"
"LC","Panopsis rubescens"
"EN","Paracromastigum dusenii"
"NT","Paradrypetes ilicifolia"
"EN","Paralychnophora atkinsiae"
"VU","Paralychnophora harleyi"
"EN","Paralychnophora patriciana"
"NT","Paralychnophora reflexoauriculata"
"EN","Paratecoma peroba"
"CR","Parianella carvalhoi"
"EN","Parinari brasiliensis"
"DD","Parodia alacriportana"
"DD","Parodia buiningii"
"EN","Parodia concinna"
"EN","Parodia crassigibba"
"DD","Parodia curvispina"
"EN","Parodia erinacea"
"DD","Parodia haselbergii"
"DD","Parodia haselbergii subsp. graessneri"
"DD","Parodia herteri"
"DD","Parodia horstii"
"DD","Parodia leninghausii"
"LC","Parodia linkii"
"DD","Parodia magnifica"
"EN","Parodia mammulosa"
"DD","Parodia neohorstii"
"LC","Parodia ottonis"
"VU","Parodia oxycostata"
"CR","Parodia rechensis"
"EN","Parodia scopa"
"CR","Paronychia fasciculata"
"CR","Paspalum biaristatum"
"NT","Paspalum brachytrichum"
"DD","Paspalum burmanii"
"DD","Paspalum cachimboense"
"DD","Paspalum filgueirasii"
"VU","Paspalum longiaristatum"
"EN","Paspalum petrense"
"EN","Paspalum rawitscheri"
"EN","Paspalum repandum"
"DD","Paspalum vallsii"
"LC","Passiflora actinia"
"LC","Passiflora amethystina"
"LC","Passiflora campanulata"
"LC","Passiflora edulis"
"LC","Passiflora eichleriana"
"NT","Passiflora elegans"
"EN","Passiflora hatschbachii"
"EN","Passiflora hypoglauca"
"EN","Passiflora imbeana"
"CR","Passiflora ischnoclada"
"LC","Passiflora malacophylla"
"EN","Passiflora margaritae"
"LC","Passiflora miersii"
"EN","Passiflora mucugeana"
"LC","Passiflora porophylla"
"LC","Passiflora racemosa"
"DD","Passiflora saccoi"
"EN","Passiflora setulosa"
"LC","Passiflora tricuspis"
"EN","Passiflora urubiciensis"
"EN","Paubrasilia echinata"
"LC","Paullinia pseudota"
"VU","Paullinia revoluta"
"LC","Paullinia uloptera"
"EN","Pavonia almasana"
"DD","Pavonia alnifolia"
"LC","Pavonia biflora"
"LC","Pavonia distinguenda"
"LC","Pavonia garckeana"
"VU","Pavonia grazielae"
"LC","Pavonia hastata"
"EN","Pavonia hatschbachii"
"LC","Pavonia hexaphylla"
"DD","Pavonia kleinii"
"LC","Pavonia lanata"
"LC","Pavonia multiflora"
"LC","Pavonia reticulata"
"EN","Pavonia spiciformis"
"DD","Pavonia tricalycaris"
"CR","Pecluma hoehnei"
"CR","Pecluma imbeana"
"CR","Pecluma insularis"
"LC","Pecluma truncorum"
"EN","Peixotoa adenopoda"
"CR","Peixotoa anadenanthera"
"CR","Peixotoa andersonii"
"CR","Peixotoa axillaris"
"CR","Peixotoa bahiana"
"EN","Peixotoa barnebyi"
"EN","Peixotoa catarinensis"
"EN","Peixotoa cipoana"
"DD","Peixotoa gardneri"
"LC","Peixotoa glabra"
"CR","Peixotoa irwinii"
"LC","Peixotoa jussieuana"
"DD","Peixotoa octoflora"
"VU","Peixotoa psilophylla"
"DD","Pelexia laxa"
"LC","Peltogyne confertiflora"
"VU","Peltogyne maranhensis"
"LC","Pentodon pentandrus"
"DD","Peperomia adsurgens"
"DD","Peperomia apiahyensis"
"LC","Peperomia clivicola"
"VU","Peperomia cordigera"
"LC","Peperomia diaphanoides"
"DD","Peperomia distachyos"
"LC","Peperomia emarginella"
"LC","Peperomia gardneriana"
"EN","Peperomia gracilis"
"CR","Peperomia guarujana"
"EN","Peperomia hemmendorffii"
"LC","Peperomia hernandiifolia"
"NT","Peperomia hydrocotyloides"
"EN","Peperomia itatiaiana"
"EN","Peperomia loefgrenii"
"LC","Peperomia loxensis"
"LC","Peperomia lyman-smithii"
"LC","Peperomia mandioccana"
"NT","Peperomia mosenii"
"LC","Peperomia nitida"
"LC","Peperomia oreophila"
"LC","Peperomia pellucida"
"LC","Peperomia pseudoestrellensis"
"LC","Peperomia psilostachya"
"LC","Peperomia quadrifolia"
"DD","Peperomia regelii"
"DD","Peperomia riparia"
"LC","Peperomia rizzinii"
"EN","Peperomia rostulatiformis"
"CR","Peperomia rufispica"
"LC","Peperomia schwackei"
"LC","Peperomia serpens"
"LC","Peperomia subrubrispica"
"LC","Peperomia trinervis"
"LC","Peperomia turbinata"
"EN","Peperomia unduavina"
"LC","Peperomia velloziana"
"NT","Peperomia warmingii"
"LC","Peplonia adnata"
"DD","Perebea rubra subsp. glabrifolia"
"LC","Pereskia aculeata"
"VU","Pereskia aureiflora"
"LC","Pereskia bahiensis"
"LC","Pereskia grandifolia"
"LC","Pereskia stenantha"
"EN","Perezia eryngioides"
"EN","Perezia multiflora"
"VU","Peritassa longifolia"
"CR","Peritassa sadleri"
"CR","Persea glabra"
"CR","Persea obovata"
"EN","Persea pedunculosa"
"DD","Persea punctata"
"DD","Persea rigida"
"NT","Persea rufotomentosa"
"LC","Persea willdenovii"
"DD","Petalostelma calcaratum"
"EN","Petunia bonjardinensis"
"EN","Petunia exserta"
"EN","Petunia mantiqueirensis"
"CR","Petunia reitzii"
"CR","Petunia saxicola"
"EN","Pfaffia argyrea"
"LC","Pfaffia glabrata"
"LC","Pfaffia glomerata"
"LC","Pfaffia gnaphaloides"
"LC","Pfaffia jubata"
"VU","Pfaffia minarum"
"LC","Pfaffia townsendii"
"LC","Pharus latifolius"
"DD","Philcoxia goiasensis"
"EN","Philcoxia minensis"
"EN","Philodendron cipoense"
"EN","Philodendron fragile"
"NT","Philodendron hatschbachii"
"LC","Philodendron missionum"
"EN","Philodendron pachyphyllum"
"EN","Philodendron rhizomatosum"
"EN","Philodendron spiritus-sancti"
"LC","Philodendron vargealtense"
"EN","Phlegmariurus aqualupianus"
"LC","Phlegmariurus biformis"
"EN","Phlegmariurus christii"
"LC","Phlegmariurus flexibilis"
"LC","Phlegmariurus fontinaloides"
"CR","Phlegmariurus hemleri"
"LC","Phlegmariurus hexastichus"
"EN","Phlegmariurus itambensis"
"EN","Phlegmariurus martii"
"EN","Phlegmariurus mollicomus"
"EN","Phlegmariurus mooreanus"
"EN","Phlegmariurus nudus"
"LC","Phlegmariurus quadrifariatus"
"CR","Phlegmariurus regnellii"
"CR","Phlegmariurus ruber"
"VU","Phlegmariurus sellowianus"
"EN","Phlegmariurus taxifolius"
"CR","Phlegmariurus treitubensis"
"EN","Phoradendron dimerostachys"
"CR","Phoradendron dipterum"
"DD","Phragmipedium lindleyanum"
"VU","Phragmipedium vittatum"
"LC","Phyllanthus angustissimus"
"LC","Phyllanthus choretroides"
"LC","Phyllanthus claussenii"
"VU","Phyllanthus gladiatus"
"LC","Phyllanthus niruri subsp. lathyroides"
"VU","Phyllanthus subemarginatus"
"LC","Phyllostemonodaphne geminiflora"
"NT","Phyllostylon rhamnoides"
"LC","Phymatidium aquinoi"
"LC","Phymatidium falcifolium"
"VU","Phymatidium vogelii"
"LC","Physocalymma scaberrimum"
"NT","Physocalyx aurantiacus"
"LC","Physocalyx major"
"EN","Physocalyx scaberrimus"
"EN","Picramnia coccinea"
"LC","Picramnia parvifolia"
"LC","Picramnia sellowii"
"LC","Picrasma crenata"
"CR","Picrosia cabreriana"
"LC","Picrosia longifolia"
"CR","Pilea aparadensis"
"VU","Pilea flammula"
"NT","Pilea hilariana"
"DD","Pilea hydra"
"DD","Pilea rhizobola"
"VU","Pilocarpus alatus"
"NT","Pilocarpus giganteus"
"EN","Pilocarpus jaborandi"
"EN","Pilocarpus microphyllus"
"EN","Pilocarpus trachylophus"
"LC","Pilosocereus arrabidae"
"DD","Pilosocereus aureispinus"
"EN","Pilosocereus aurisetus subsp. aurilanatus"
"CR","Pilosocereus azulensis"
"NT","Pilosocereus brasiliensis"
"NT","Pilosocereus floccosus"
"EN","Pilosocereus floccosus subsp. quadricostatus"
"EN","Pilosocereus fulvilanatus"
"VU","Pilosocereus glaucochrous"
"LC","Pilosocereus machrisii"
"EN","Pilosocereus magnificus"
"EN","Pilosocereus multicostatus"
"LC","Pilosocereus piauhyensis"
"DD","Pilularia americana"
"DD","Piper abbadianum"
"LC","Piper abutiloides"
"LC","Piper alnoides"
"EN","Piper amparoense"
"EN","Piper anostachyum"
"EN","Piper barretoi"
"VU","Piper bennettianum"
"EN","Piper carautensei"
"EN","Piper casteloense"
"DD","Piper corcovadensis var. longiracemosum"
"LC","Piper corintoanum"
"DD","Piper crassistilum"
"VU","Piper duartei"
"EN","Piper edwallii"
"NT","Piper flavicans"
"LC","Piper fuligineum"
"CR","Piper hatschbachii"
"LC","Piper hayneanum"
"EN","Piper hoehnei"
"EN","Piper juliflorum"
"VU","Piper kuhlmannii"
"EN","Piper laevicarpum"
"NT","Piper lanceolatum"
"VU","Piper loefgrenii"
"LC","Piper macedoi"
"EN","Piper oblancifolium"
"LC","Piper obliquum"
"EN","Piper piritubanum"
"LC","Piper pubisubmarginalum"
"EN","Piper rioense"
"CR","Piper sampaioi"
"EN","Piper scabrellum"
"NT","Piper scutifolium"
"NT","Piper sprengelianum"
"LC","Piper subcinereum"
"DD","Piper subrugosum"
"LC","Piper tectoniifolium"
"LC","Piper truncatum"
"DD","Piper vaginans"
"DD","Piper velutinibaccum"
"LC","Piper vicosanum"
"LC","Piper viminifolium"
"LC","Piper xylosteoides"
"LC","Piptadenia gonoacantha"
"LC","Piptocarpha notata"
"EN","Piptocarpha robusta"
"EN","Piptochaetium alpinum"
"CR","Piptochaetium palustre"
"LC","Piptochaetium ruprechtianum"
"EN","Piptolepis buxoides"
"NT","Piptolepis ericoides"
"DD","Piptolepis gardneri"
"CR","Piptolepis imbricata"
"CR","Piptolepis leptospermoides"
"DD","Piptolepis monticola"
"DD","Piptolepis oleaster"
"EN","Piptolepis pabstii"
"DD","Piriqueta araguaiana"
"EN","Piriqueta caiapoensis"
"DD","Piriqueta cristobaliae"
"DD","Piriqueta emasensis"
"DD","Piriqueta lourteigiae"
"NT","Piriqueta suborbicularis"
"LC","Pisonia ambigua"
"EN","Pitcairnia albiflos"
"CR","Pitcairnia bradei"
"CR","Pitcairnia burlemarxii"
"NT","Pitcairnia curvidens"
"EN","Pitcairnia decidua"
"EN","Pitcairnia encholirioides"
"EN","Pitcairnia glaziovii"
"CR","Pitcairnia limae"
"EN","Plagiochila boryana"
"LC","Plagiogyria fialhoi"
"NT","Planaltoa lychnophoroides"
"LC","Plantago australis"
"NT","Plantago catharinea"
"LC","Plantago commersoniana"
"LC","Plantago guilleminiana"
"EN","Plantago turficola"
"LC","Plathymenia reticulata"
"LC","Pleiochiton blepharodes"
"VU","Pleonotoma bracteata"
"EN","Pleopeltis alborufula"
"EN","Pleopeltis monoides"
"CR","Pleopeltis trindadensis"
"EN","Pleroma apparicioi"
"LC","Pleroma asperius"
"EN","Pleroma bergianum"
"VU","Pleroma boudetii"
"LC","Pleroma candolleanum"
"CR","Pleroma castellense"
"LC","Pleroma dubium"
"NT","Pleroma dusenii"
"LC","Pleroma echinatum"
"DD","Pleroma eichleri"
"LC","Pleroma frigidulum"
"EN","Pleroma integerrimum"
"NT","Pleroma kleinii"
"VU","Pleroma minus"
"DD","Pleroma petiolatum"
"EN","Pleroma quartzophilum"
"EN","Pleroma riedelianum"
"NT","Pleroma schenckii"
"NT","Pleroma thereminianum"
"LC","Pleroma trichopodum"
"LC","Pleroma urvilleanum"
"VU","Pleroma wurdackianum"
"CR","Pleurostachys angustifolia"
"EN","Plinia callosa"
"NT","Plinia cordifolia"
"VU","Plinia edulis"
"EN","Plinia hatschbachii"
"EN","Plinia muricata"
"VU","Plinia nana"
"EN","Plinia rara"
"EN","Plinia renatiana"
"EN","Plinia sebastianopolitana"
"EN","Plinia silvestris"
"EN","Poa bradei"
"EN","Poa reitzii"
"DD","Podocarpus acuminatus"
"LC","Podocarpus aracensis"
"CR","Podocarpus barretoi"
"VU","Podocarpus brasiliensis"
"LC","Podocarpus lambertii"
"LC","Podocarpus sellowii"
"LC","Podostemum distichum"
"LC","Podostemum muelleri"
"EN","Podostemum ovatum"
"VU","Podostemum rutifolium"
"CR","Podostemum saldanhanum"
"LC","Podostemum scaturiginum"
"LC","Podostemum weddellianum"
"LC","Poecilanthe parviflora"
"LC","Pogoniopsis schenckii"
"NT","Poikilacanthus bahiensis"
"LC","Poiretia angustifolia"
"LC","Poiretia bahiana"
"EN","Poiretia marginata"
"EN","Poiretia unifoliolata"
"LC","Polybotrya speciosa"
"EN","Polygala apparicioi"
"LC","Polygala asperuloides"
"CR","Polygala bevilacquai"
"LC","Polygala brasiliensis"
"LC","Polygala fendleri"
"EN","Polygala franchetii"
"LC","Polygala galioides"
"CR","Polygala grazielae"
"NT","Polygala irwinii"
"EN","Polygala juncea"
"LC","Polygala molluginifolia"
"EN","Polygala monosperma"
"NT","Polygala moquiniana"
"LC","Polygala nudicaulis"
"EN","Polygala patens"
"CR","Polygala pseudocoriacea"
"EN","Polygala pseudoerica"
"LC","Polygala pulchella"
"NT","Polygala pumila"
"EN","Polygala selaginoides"
"NT","Polygala sellowiana"
"EN","Polygala stephaniana"
"CR","Polygala suganumae"
"VU","Polygala tamariscea"
"EN","Polygala trifurcata"
"EN","Polygala vollii"
"CR","Polystachya rupicola"
"EN","Polystichum bradei"
"LC","Polytaenium citrifolium"
"DD","Polytaenium feei"
"NT","Pomaria stipularis"
"EN","Pombalia strigoides"
"DD","Pombalia velutina"
"VU","Porophyllum bahiense"
"VU","Portea alatisepala"
"EN","Portea fosteriana"
"VU","Portea grandiflora"
"EN","Portea kermesina"
"EN","Portea nana"
"LC","Portulaca halimoides"
"EN","Portulaca hatschbachii"
"LC","Posoqueria latifolia"
"NT","Posoqueria palustris"
"LC","Pouteria amapaensis"
"NT","Pouteria andarahiensis"
"LC","Pouteria atabapoensis"
"CR","Pouteria bapeba"
"LC","Pouteria beaurepairei"
"DD","Pouteria brevensis"
"EN","Pouteria bullata"
"CR","Pouteria butyrocarpa"
"NT","Pouteria cicatricata"
"VU","Pouteria coelomatica"
"DD","Pouteria crassiflora"
"EN","Pouteria decussata"
"DD","Pouteria exstaminodia"
"NT","Pouteria franciscana"
"DD","Pouteria fulva"
"EN","Pouteria furcata"
"LC","Pouteria gabrielensis"
"VU","Pouteria gardneri"
"LC","Pouteria glomerata"
"LC","Pouteria grandiflora"
"LC","Pouteria juruana"
"LC","Pouteria krukovii"
"DD","Pouteria latianthera"
"DD","Pouteria lucens"
"EN","Pouteria macahensis"
"VU","Pouteria macrocarpa"
"DD","Pouteria maguirei"
"DD","Pouteria microstrigosa"
"NT","Pouteria minima"
"DD","Pouteria nudipetala"
"NT","Pouteria oppositifolia"
"EN","Pouteria oxypetala"
"VU","Pouteria pachycalyx"
"DD","Pouteria pachyphylla"
"DD","Pouteria pallens"
"VU","Pouteria petiolata"
"NT","Pouteria platyphylla"
"DD","Pouteria polysepala"
"DD","Pouteria pubescens"
"DD","Pouteria putamen-ovi"
"LC","Pouteria reticulata"
"NT","Pouteria retinervis"
"DD","Pouteria rodriguesiana"
"LC","Pouteria sagotiana"
"LC","Pouteria salicifolia"
"DD","Pouteria scrobiculata"
"DD","Pouteria stenophylla"
"LC","Pouteria subcaerulea"
"NT","Pouteria subsessilifolia"
"DD","Pouteria tarumanensis"
"DD","Pouteria tenuisepala"
"LC","Pouteria torta"
"VU","Pouteria vernicosa"
"EN","Pouteria virescens"
"LC","Pradosia brevipes"
"DD","Pradosia decipiens"
"VU","Pradosia granulosa"
"DD","Pradosia grisebachii"
"EN","Pradosia kuhlmannii"
"LC","Pradosia lactescens"
"VU","Pradosia subverticillata"
"EN","Pradosia verticillata"
"LC","Praxelis grandiflora"
"EN","Prepusa hookeriana"
"VU","Prepusa montana"
"EN","Prepusa viridiflora"
"LC","Prestelia eriopus"
"LC","Prestonia bahiensis"
"LC","Prestonia quinquangularis"
"EN","Prestonia solanifolia"
"LC","Prestonia tomentosa"
"EN","Pringleella subulata"
"EN","Promenaea stapelioides subsp. xanthina"
"VU","Proteopsis argentea"
"EN","Protium bahianum"
"DD","Protium cordatum"
"LC","Protium dawsonii"
"VU","Protium giganteum var. crassifolium"
"EN","Protium icicariba var. talmonii"
"EN","Protium inodorum"
"LC","Protium kleinii"
"EN","Protium occhionii"
"LC","Pseuderanthemum modestum"
"LC","Pseuderanthemum riedelianum"
"LC","Pseudobombax grandiflorum"
"LC","Pseudobombax marginatum"
"LC","Pseudobombax tomentosum"
"CR","Pseudolaelia brejetubensis"
"VU","Pseudolaelia canaanensis"
"CR","Pseudolaelia cipoensis"
"EN","Pseudolaelia citrina"
"VU","Pseudolaelia dutrae"
"LC","Pseudolaelia vellozicola"
"LC","Pseudolmedia hirtula"
"EN","Pseudolycopodiella tatei"
"CR","Pseudotrimezia brevistamina"
"CR","Pseudotrimezia concava"
"CR","Pseudotrimezia elegans"
"EN","Pseudotrimezia fistulosa"
"CR","Pseudotrimezia juncifolia"
"EN","Pseudotrimezia plicatifolia"
"NT","Pseudotrimezia pusilla"
"CR","Pseudotrimezia subtilis"
"EN","Pseudotrimezia synandra"
"CR","Psidium amplexicaule"
"LC","Psidium firmum"
"LC","Psidium grandifolium"
"LC","Psidium longipetiolatum"
"EN","Psidium myrtoides"
"LC","Psidium ovale"
"EN","Psidium reptans"
"LC","Psidium salutare"
"LC","Psidium sartorianum"
"LC","Psittacanthus acinarius"
"LC","Psychotria cupularis"
"EN","Psychotria loefgrenii"
"EN","Psychotria microcarpa"
"EN","Psychotria paludosa"
"LC","Psychotria rhytidocarpa"
"LC","Psychotria tenuifolia"
"VU","Psyllocarpus schwackei"
"DD","Pterandra andersonii"
"VU","Pterandra hatschbachii"
"LC","Pterandra pyroidea"
"DD","Pterandra viridiflora"
"EN","Pteris congesta"
"CR","Pteris limae"
"LC","Pterocarpus santalinoides"
"LC","Pteroglossa glazioviana"
"EN","Pteroglossa hilariana"
"NT","Pteroglossa macrantha"
"LC","Pterogyne nitens"
"LC","Pterolepis glomerata"
"LC","Pterolepis perpusilla"
"EN","Pterolepis rotundifolia"
"LC","Pycnolejeunea papillosa"
"VU","Qualea coerulea"
"EN","Qualea elegans"
"EN","Qualea magna"
"EN","Quaternella glabratoides"
"NT","Quesnelia augusto-coburgii"
"LC","Quesnelia humilis"
"DD","Quesnelia imbricata"
"VU","Quesnelia kautskyi"
"EN","Quesnelia seideliana"
"LC","Quiabentia zehntneri"
"DD","Quiina glaziovii"
"EN","Quillaja lancifolia"
"LC","Racinaea aerisincola"
"DD","Racinaea domingosmartinis"
"LC","Racinaea spiculosa"
"CR","Raddia angustifolia"
"EN","Raddia distichophylla"
"LC","Raddiella esenbeckii"
"LC","Ranunculus flagelliformis"
"EN","Rauhiella silvana"
"VU","Raulinoa echinata"
"LC","Raulinoreitzia leptophlebia"
"LC","Rauvolfia ligustrina"
"EN","Recordia reitzii"
"VU","Regnellidium diphyllum"
"LC","Reissekia smilacina"
"VU","Reitzia smithii"
"EN","Renealmia brasiliensis"
"LC","Renealmia petasites"
"DD","Retrophyllum piresii"
"DD","Rhabdodendron gardneranum"
"LC","Rhacocarpus inermis"
"VU","Rhamnidium glabrum"
"DD","Rheochloa scabriflora"
"DD","Rhipsalis agudoensis"
"CR","Rhipsalis cereoides"
"DD","Rhipsalis crispata"
"DD","Rhipsalis dissimilis"
"LC","Rhipsalis elliptica"
"LC","Rhipsalis floccosa"
"DD","Rhipsalis hileiabaiana"
"NT","Rhipsalis hoelleri"
"NT","Rhipsalis oblonga"
"EN","Rhipsalis pacheco-leonis"
"LC","Rhipsalis paradoxa"
"EN","Rhipsalis paradoxa subsp. septentrionalis"
"NT","Rhipsalis pilocarpa"
"LC","Rhipsalis russellii"
"DD","Rhipsalis sulcata"
"LC","Rhodocalyx riedelii"
"EN","Rhodostemonodaphne capixabensis"
"CR","Rhodostemonodaphne parvifolia"
"EN","Rhodostemonodaphne recurva"
"LC","Rhynchanthera grandiflora"
"VU","Rhynchanthera latifolia"
"DD","Rhynchosia leucophylla"
"LC","Rhynchosia reticulata"
"DD","Rhynchosida physocalyx"
"LC","Rhynchospora biflora"
"LC","Rhynchospora filiformis"
"LC","Rhynchospora nardifolia"
"DD","Rhynchospora paranaensis"
"LC","Rhynchospora warmingii"
"CR","Riccia ridleyi"
"LC","Riccia squamata"
"LC","Richardia humistrata"
"EN","Richardia schumannii"
"NT","Richardia stellaris"
"EN","Richterago angustifolia"
"VU","Richterago arenaria"
"EN","Richterago campestris"
"CR","Richterago caulescens"
"EN","Richterago conduplicata"
"VU","Richterago elegans"
"EN","Richterago hatschbachii"
"EN","Richterago lanata"
"EN","Richterago petiolata"
"EN","Richterago polyphylla"
"VU","Richterago riparia"
"EN","Richterago stenophylla"
"CR","Richterago suffrutescens"
"CR","Rinorea bicornuta"
"EN","Rinorea longistipulata"
"DD","Rinorea maximiliani"
"EN","Rinorea ramiziana"
"CR","Rinorea villosiflora"
"EN","Riodocea pulcherrima"
"NT","Rodriguezia obtusifolia"
"DD","Rodriguezia rigida"
"LC","Rodriguezia venusta"
"EN","Rokautskyia caulescens"
"EN","Rokautskyia exaltata"
"CR","Rokautskyia fernseeoides"
"DD","Rokautskyia latifolia"
"DD","Rokautskyia leuzingerae"
"EN","Rokautskyia odoratissima"
"DD","Rokautskyia pseudoglazioui"
"EN","Rokautskyia pseudoscaposa"
"CR","Rokautskyia robertokautskyi"
"EN","Rokautskyia scaposa"
"CR","Rokautskyia whitmanii"
"EN","Roupala asplenioides"
"VU","Roupala sculpta"
"EN","Rourea chrysomalla"
"EN","Rourea cnestidifolia"
"NT","Rourea gracilis"
"LC","Rourea induta"
"DD","Rourea prancei"
"EN","Rourea pseudospadicea"
"DD","Rourea tenuis"
"LC","Rudgea coronata"
"NT","Rudgea coronata subsp. leiocarpoides"
"CR","Rudgea coronata subsp. saint-hilairei"
"EN","Rudgea corymbulosa"
"VU","Rudgea crassifolia"
"EN","Rudgea erythrocarpa"
"LC","Rudgea francavillana"
"VU","Rudgea insignis"
"LC","Rudgea interrupta"
"VU","Rudgea jasminoides subsp. nervosa"
"EN","Rudgea macrophylla"
"LC","Rudgea minor"
"DD","Rudgea minor subsp. calycina"
"NT","Rudgea nobilis"
"EN","Rudgea pachyphylla"
"CR","Rudgea parquioides subsp. caprifolium"
"EN","Rudgea parquioides subsp. hirsutissima"
"VU","Rudgea parvifolia"
"NT","Rudgea reflexa"
"LC","Rudgea reticulata"
"LC","Rudgea sessilis"
"EN","Rudgea sessilis subsp. cipoana"
"NT","Rudgea triflora"
"VU","Rudgea umbrosa"
"NT","Rudgea vellerea"
"LC","Ruellia affinis"
"LC","Ruellia bulbifera"
"DD","Ruellia chamaedrys"
"LC","Ruellia curviflora"
"LC","Ruellia dissitifolia"
"LC","Ruellia epallocaulos"
"LC","Ruellia erythropus"
"LC","Ruellia multifolia"
"LC","Ruellia solitaria"
"LC","Rugoloa hylaeica"
"CR","Rupestrea carvalhoana"
"EN","Rupestrea johnwurdackiana"
"DD","Rupichloa acuminata"
"EN","Rustia angustifolia"
"LC","Sabicea grisea"
"LC","Sabicea villosa"
"VU","Sagittaria lancifolia"
"LC","Sagittaria rhombifolia"
"LC","Salacia arborea"
"CR","Salacia mosenii"
"LC","Salix humboldtiana"
"NT","Salvia congestiflora"
"VU","Saranthe composita"
"LC","Saranthe klotzschiana"
"DD","Sarcaulus inflexus"
"VU","Sarcaulus vestitus"
"EN","Sarcoglottis alexandri"
"EN","Saundersia mirabilis"
"VU","Saundersia paniculata"
"EN","Sauvagesia lanceolata"
